id,population,centroid.size_femur,centroid.size_tibia,centroid.size_pretarsus,centroid.size_claw
VDRP_T726,VDRP,8.0218496,8.50386802,4.967139716,3.155469291
VDRP_T732,VDRP,8.66963459,9.071437198,5.376553334,3.429582822
VDRP_T736,VDRP,7.713788308,8.250557625,4.847160352,3.247925167
VDRP_T737,VDRP,8.140443084,8.447397653,4.998801623,3.285178515
VDRP_T740,VDRP,8.591210839,9.148753241,5.288017144,3.640149732
VDRP_T749,VDRP,8.655506708,9.086194604,5.236755526,3.390390977
VDRP_T750,VDRP,9.157342121,9.349143084,5.347610362,3.631598873
VDRP_T755,VDRP,7.697869078,8.403668242,4.741842297,3.21680213
VDRP_T759,VDRP,8.23845354,8.752429685,5.114955865,3.402172833
VDRP_T760,VDRP,8.277530668,8.784207141,5.171503739,3.536836096
VDRP_T764,VDRP,7.968002731,8.523086678,5.019412652,3.191967574
VDRP_T769,VDRP,8.000921171,8.43854857,4.996692053,3.325105861
VDRP_T771,VDRP,8.486507058,8.854140466,5.308924687,3.416338612
VDRP_T773,VDRP,8.179241864,NA,4.967555512,3.407399609
VDRP_T779,VDRP,8.422969985,8.875286247,4.839652871,3.513816528
VDRP_T783,VDRP,7.86767007,8.090461311,4.915051007,2.599396288
VDRP_T800,VDRP,8.230691104,8.59827037,4.918479453,3.47808784
VDRP_T801,VDRP,7.883564567,8.425456465,4.711936892,3.557753158
VDRP_T802,VDRP,8.093033072,8.900856058,5.102616355,3.507840232
VDRP_T803,VDRP,8.938763784,9.758974031,5.350405787,3.502941789
VDRP_T806,VDRP,8.201872508,8.321928023,NA,NA
VDRP_T807,VDRP,8.107351819,8.819345875,5.037805433,3.40665756
VDRP_T808,VDRP,8.06449022,8.747214724,4.911531235,3.581511438
VDRP_T810,VDRP,8.495649378,9.115176631,5.290028434,3.530388268
VDRP_T811,VDRP,8.500668334,9.149383508,5.406263747,3.535196617
VDRP_T812,VDRP,8.054826114,8.530261076,4.861594187,3.433114173
VDRP_T813,VDRP,7.933089954,8.637356912,4.812580025,3.215839966
VDRP_T814,VDRP,7.946745411,8.372386433,4.835463865,3.19899685
VDRP_T815,VDRP,8.870076132,9.31126259,5.193796328,3.503301645
VDRP_V1,VDRP,7.946011595,8.649010317,4.895600862,3.462382118
VDRP_V100,VDRP,8.656462811,9.364267689,5.154610653,3.440080304
VDRP_V101,VDRP,8.189511395,8.717835442,4.95028438,3.404649525
VDRP_V106,VDRP,7.966342442,8.652845752,5.138676589,3.499266876
VDRP_V108,VDRP,8.652494524,8.558176985,4.910727471,3.078448067
VDRP_V109,VDRP,NA,9.188494423,5.047775575,3.217765806
VDRP_V113,VDRP,8.645749022,9.318240476,5.289827257,3.628550715
VDRP_V115,VDRP,8.319333608,8.875719999,5.265707366,3.57819578
VDRP_V116,VDRP,8.142317289,8.8636475,5.031220402,3.590587836
VDRP_V117,VDRP,8.298893766,9.061230773,5.090404855,3.464203871
VDRP_V126,VDRP,8.527698369,8.887329693,4.762307718,3.538236645
VDRP_V127,VDRP,7.726941707,8.366299166,4.760194018,3.143438655
VDRP_V129,VDRP,8.1724837,8.602315524,5.062492068,3.291313156
VDRP_V13,VDRP,8.87090154,9.12873651,5.383070124,3.580783595
VDRP_V131,VDRP,8.433270736,9.087301526,4.989968017,NA
VDRP_V132,VDRP,7.478986836,7.739718142,4.608452381,3.071480973
VDRP_V133,VDRP,8.117253252,8.388770993,4.740081898,3.38157657
VDRP_V134,VDRP,8.21920903,8.574249095,4.725015153,3.325383431
VDRP_V18,VDRP,8.342218781,9.074616263,5.462539757,3.494310919
VDRP_V2,VDRP,8.250880507,8.554660137,4.80446042,3.586798754
VDRP_V200,VDRP,8.343807422,8.794650912,4.844760585,3.190445982
VDRP_V201,VDRP,8.154317634,8.802955356,5.053176553,3.234661377
VDRP_V202,VDRP,8.446055467,9.075828421,5.556719918,3.473570921
VDRP_V203,VDRP,8.112392351,8.487869532,5.117325944,3.221201747
VDRP_V207,VDRP,7.797390046,8.350878612,5.013192018,3.520231354
VDRP_V208,VDRP,8.733934054,9.415301229,5.227171002,3.831173631
VDRP_V217,VDRP,8.441302586,8.930331393,4.879943899,3.3034387
VDRP_V22,VDRP,7.876056487,8.53674324,4.770294033,3.06552621
VDRP_V220,VDRP,8.083404905,8.463004815,4.97203905,3.374245185
VDRP_V223,VDRP,9.081282212,9.996253039,5.510234921,3.626377834
VDRP_V226,VDRP,8.195151746,8.841371358,5.061275859,3.486367422
VDRP_V227,VDRP,7.581845272,9.245635414,5.310239484,3.765211263
VDRP_V228,VDRP,8.488387586,9.2607729,5.270623648,3.474503471
VDRP_V229,VDRP,8.587981062,9.186327557,5.111643838,3.541623597
VDRP_V232,VDRP,8.225905164,8.698725588,4.790740159,3.344959219
VDRP_V233,VDRP,8.217623348,8.744667015,4.764225099,3.216978696
VDRP_V234,VDRP,8.508971056,9.271281693,5.240163475,3.499384201
VDRP_V235,VDRP,8.371968176,9.191044046,5.071407452,3.589234054
VDRP_V237,VDRP,8.12763757,8.524913874,4.821341742,3.278882591
VDRP_V238,VDRP,8.169304186,8.728337983,4.997117142,3.341346135
VDRP_V27,VDRP,8.071929104,8.980587078,5.155776835,3.408392832
VDRP_V28,VDRP,8.403762462,8.982926427,5.213376016,3.623626757
VDRP_V30,VDRP,8.994177233,9.452276633,5.387058361,3.700754279
VDRP_V36,VDRP,8.097126672,8.619089389,4.82292047,3.285597219
VDRP_V37,VDRP,8.549006927,8.985049714,5.371027475,3.482015503
VDRP_V40,VDRP,8.583499177,8.752953462,4.982510943,3.313448481
VDRP_V50,VDRP,8.050080088,8.537104158,4.650158025,3.306174818
VDRP_V54,VDRP,8.409557636,8.65658459,4.829845325,NA
VDRP_V55,VDRP,7.997425314,8.642625973,4.719302007,3.183920082
VDRP_V60,VDRP,8.162559161,8.387653404,4.769467624,3.330159871
VDRP_V62,VDRP,8.042748183,8.682812384,5.096831466,3.557596434
VDRP_V7,VDRP,8.603054268,9.467786812,5.443770566,3.657925738
VDRP_V73,VDRP,7.996050933,8.708283674,4.696969224,3.152361373
VDRP_V77,VDRP,7.94873592,8.373415416,4.604618221,3.035894057
VDRP_V79,VDRP,8.03182305,8.578603034,4.917995301,3.45384574
VDRP_V82,VDRP,8.081474591,8.732679785,5.118067878,3.249188869
VDRP_V85,VDRP,8.088083334,8.579914411,4.914795832,3.100438048
VDRP_V89.1,VDRP,8.133622653,8.611988319,4.562950682,3.100710343
VDRP_V92,VDRP,8.782881982,9.519014474,5.586417998,4.117115778
VDRP_V92,VDRP,NA,8.503184143,4.817418768,3.41234033
VDRP_V97,VDRP,7.833057344,8.719098749,4.319240735,3.081132261
